index,I_value,I_label,II_value,II_label,III_value,III_label,aVR_value,aVR_label,aVL_value,aVL_label,aVF_value,aVF_label,V1_value,V1_label,V2_value,V2_label,V3_value,V3_label,V4_value,V4_label,V5_value,V5_label,V6_value,V6_label
0,0.0360576920211315,0,0.1682692319154739,0,0.1322115361690521,0,-0.1009615361690521,0,-0.0480769239366054,0,0.1514423042535781,0,-0.0480769239366054,0,-0.0240384619683027,0,0.1201923042535781,0,0.1802884638309478,0,0.1923076957464218,0,0.2043269276618957,0
1,0.0360576920211315,0,0.1682692319154739,0,0.1322115361690521,0,-0.1009615361690521,0,-0.0480769239366054,0,0.1514423042535781,0,-0.0480769239366054,0,-0.0240384619683027,0,0.1201923042535781,0,0.1802884638309478,0,0.1923076957464218,0,0.2043269276618957,0
2,0.0360576920211315,0,0.144230768084526,0,0.1081730797886848,0,-0.0889423042535781,0,-0.0360576920211315,0,0.1274038404226303,0,-0.0360576920211315,0,0.0120192309841513,0,0.1081730797886848,0,0.144230768084526,0,0.1682692319154739,0,0.1682692319154739,0
3,0.0360576920211315,0,0.144230768084526,0,0.1081730797886848,0,-0.0889423042535781,0,-0.0360576920211315,0,0.1274038404226303,0,-0.0360576920211315,0,0.0120192309841513,0,0.1081730797886848,0,0.144230768084526,0,0.1682692319154739,0,0.1682692319154739,0
4,0.0360576920211315,0,0.1201923042535781,0,0.0841346159577369,0,-0.0769230797886848,0,-0.0240384619683027,0,0.103365384042263,0,-0.0360576920211315,0,0.0240384619683027,0,0.0841346159577369,0,0.1322115361690521,0,0.144230768084526,0,0.144230768084526,0
5,0.0360576920211315,0,0.1201923042535781,0,0.0841346159577369,0,-0.0769230797886848,0,-0.0240384619683027,0,0.103365384042263,0,-0.0360576920211315,0,0.0240384619683027,0,0.0841346159577369,0,0.1322115361690521,0,0.144230768084526,0,0.144230768084526,0
6,0.0240384619683027,0,0.0841346159577369,0,0.060096152126789,0,-0.0528846159577369,0,-0.0168269239366054,0,0.072115384042263,0,-0.0240384619683027,0,-0.0120192309841513,0,0.072115384042263,0,0.1081730797886848,0,0.1081730797886848,0,0.1201923042535781,0
7,0.0240384619683027,0,0.0841346159577369,0,0.060096152126789,0,-0.0528846159577369,0,-0.0168269239366054,0,0.072115384042263,0,-0.0240384619683027,0,-0.0120192309841513,0,0.072115384042263,0,0.1081730797886848,0,0.1081730797886848,0,0.1201923042535781,0
8,0.0240384619683027,0,0.072115384042263,0,0.0480769239366054,0,-0.0480769239366054,0,-0.0120192309841513,0,0.060096152126789,0,-0.0240384619683027,0,0.0120192309841513,0,0.060096152126789,0,0.0841346159577369,0,0.0961538478732109,0,0.0961538478732109,0
9,0.0240384619683027,0,0.072115384042263,0,0.0480769239366054,0,-0.0480769239366054,0,-0.0120192309841513,0,0.060096152126789,0,-0.0240384619683027,0,0.0120192309841513,0,0.060096152126789,0,0.0841346159577369,0,0.0961538478732109,0,0.0961538478732109,0
10,0.0240384619683027,0,0.0480769239366054,0,0.0240384619683027,0,-0.0360576920211315,0,1e-07,0,0.0360576920211315,0,-0.0240384619683027,0,0.0120192309841513,0,0.0480769239366054,0,0.060096152126789,0,0.060096152126789,0,0.072115384042263,0
11,0.0240384619683027,0,0.0480769239366054,0,0.0240384619683027,0,-0.0360576920211315,0,1e-07,0,0.0360576920211315,0,-0.0240384619683027,0,0.0120192309841513,0,0.0480769239366054,0,0.060096152126789,0,0.060096152126789,0,0.072115384042263,0
12,0.0240384619683027,0,0.0480769239366054,0,0.0240384619683027,0,-0.0360576920211315,0,1e-07,0,0.0360576920211315,0,-0.0120192309841513,0,1e-07,0,0.0360576920211315,0,0.0480769239366054,0,0.0480769239366054,0,0.060096152126789,0
13,0.0240384619683027,0,0.0480769239366054,0,0.0240384619683027,0,-0.0360576920211315,0,1e-07,0,0.0360576920211315,0,-0.0120192309841513,0,1e-07,0,0.0360576920211315,0,0.0480769239366054,0,0.0480769239366054,0,0.060096152126789,0
14,0.0120192309841513,0,0.0360576920211315,0,0.0240384619683027,0,-0.0240384619683027,0,-0.0048076924867928,0,0.03125,0,-0.0120192309841513,0,1e-07,0,0.0240384619683027,0,0.0360576920211315,0,0.0360576920211315,0,0.0480769239366054,0
15,0.0120192309841513,0,0.0360576920211315,0,0.0240384619683027,0,-0.0240384619683027,0,-0.0048076924867928,0,0.03125,0,-0.0120192309841513,0,1e-07,0,0.0240384619683027,0,0.0360576920211315,0,0.0360576920211315,0,0.0480769239366054,0
16,0.0120192309841513,0,0.0240384619683027,0,0.0120192309841513,0,-0.0168269239366054,0,1e-07,0,0.0192307699471712,0,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,0.0240384619683027,0,0.0360576920211315,0,0.0360576920211315,0
17,0.0120192309841513,0,0.0240384619683027,0,0.0120192309841513,0,-0.0168269239366054,0,1e-07,0,0.0192307699471712,0,1e-07,0,0.0240384619683027,0,0.0240384619683027,0,0.0240384619683027,0,0.0360576920211315,0,0.0360576920211315,0
18,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,0.0072115384973585,0,0.0072115384973585,0,1e-07,0,-0.060096152126789,0,0.0120192309841513,0,0.0240384619683027,0,0.0240384619683027,0,0.0240384619683027,0
19,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,0.0072115384973585,0,0.0072115384973585,0,1e-07,0,-0.060096152126789,0,0.0120192309841513,0,0.0240384619683027,0,0.0240384619683027,0,0.0240384619683027,0
20,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,0.0072115384973585,0,0.0072115384973585,0,1e-07,0,-0.0360576920211315,0,0.0120192309841513,0,0.0120192309841513,0,0.0240384619683027,0,0.0120192309841513,0
21,0.0120192309841513,0,0.0120192309841513,0,1e-07,0,-0.0120192309841513,0,0.0072115384973585,0,0.0072115384973585,0,1e-07,0,-0.0360576920211315,0,0.0120192309841513,0,0.0120192309841513,0,0.0240384619683027,0,0.0120192309841513,0
